priority,name,city,strategy,category,rating,reviews,price_from,website,what,why,gift_cert_ready,visual_score,set_fit,social,followers,rating_source,note,yandex_maps_query,yandex_maps_url,source,confidence,maybe_partner,status,comment
C,Hi-Racing (автосимуляторы),Санкт-Петербург,tech,sim racing,,,1500,https://hi-racing.ru/,"Клуб гоночных симуляторов в Приморском районе (пр. Авиаконструкторов, 63): первые заезды, тренировки, дрифт, time attack, ралли.",Готовые форматы «первый заезд» под сертификат; второй оператор для географического покрытия севера города.,,3,Для мужчин;Универсальные,,,,,Hi-Racing автосимуляторы Авиаконструкторов 63,,https://hi-racing.ru/,medium,,,
C,VRoom Games,Санкт-Петербург,tech,VR-арена / авторские игры,,,1500,,VR-клуб в центре Петербурга: 2 игровые зоны на 200 м² с играми собственной разработки.,Авторский контент — отличие от сетевых арен; центр города. Нужна проверка рейтинга.,,3,Для мужчин;Универсальные,,,,,VRoom Games VR клуб Санкт-Петербург,,https://piter.now/top-10-klubov-virtualnoj-realnosti-v-sankt-peterburge/,low,,,
C,SKADI CRYO,Москва,relax,Крио-спа / криосауна,,,1500,https://skadicryo.ru/,Сеанс криосауны (-130°C) и крио-спа процедуры в специализированном крио-салоне.,"Специализированный крио-бренд (не клиника), подходящий для короткого «wow»-впечатления; сегмент криосаун пока не закрыт партнёрами.",,3,Для двоих;Для женщин;Универсальные,,,,,SKADI CRYO криосауна Москва,,https://skadicryo.ru/,low,,,
C,Sul Mare (флоат-клуб),Санкт-Петербург,relax,Флоатинг,,,,,"Сеанс флоатинга в флоат-клубе, входящем в топ Петербурга по отзывам.",Назван среди самых востребованных флоат-студий СПб; нужен для замены Elixir/Тишина в городе.,,3,Для двоих;Для женщин;Универсальные,,,,,Sul Mare флоат-клуб Санкт-Петербург,,https://www.yapokupayu.ru/blogs/post/floating-v-sankt-peterburge,low,,,
C,FIRM Барбершоп,Москва,beauty,Барбершоп премиум,,,,https://firmbarbershop.ru/,Мужская стрижка и бритьё в барбершопе FIRM с фирменным ритуалом.,Электронные (10 минут) и бумажные сертификаты в брендированной упаковке — процесс уже отлажен.,True,3,Для двоих;Для женщин,,,,,FIRM барбершоп Москва,,https://firmbarbershop.ru/certificates/,low,,,
C,First & Only Fitness & Wellness,Москва,beauty,Велнес-клуб премиум,,,,https://firstandonly.ru/,Разовое посещение премиального фитнес-велнес клуба со спа-зоной.,Клуб допускает разовые визиты «чтобы почувствовать пространство» — удобно под сертификат-впечатление.,,4,Для двоих;Для женщин,,,,,First and Only фитнес велнес Москва,,https://firstandonly.ru/,low,,,
C,FaceRoom,Санкт-Петербург,beauty,Массаж лица / косметология-впечатление,,,,,"Сеанс скульптурного массажа лица, лимфодренажа и миофасциального релиза — «омоложение без инъекций».","Сеть, работающая только с лицом; формат «уход-впечатление» востребован как подарок женщинам 30+.",,4,Для двоих;Для женщин,,,,,FaceRoom массаж лица Санкт-Петербург,,https://top15moscow.ru/novosti/5-luchsih-massazhnyh-salonov-peterburga,low,,,
C,Время Spa,Санкт-Петербург,beauty,Камерный спа-салон,,,,,"Приватная спа-зона, программы для одного и для двоих в камерном велнес-салоне.",Отмечен в подборках лучших спа СПб 2026 как интимный формат с приватной зоной — подходит под «спа-сьют на двоих».,,3,Для двоих;Для женщин,,,,,Время Spa Санкт-Петербург,,https://top15moscow.ru/novosti/velness-zentri-sankt-peterburga,low,,,
C,Pokrovka SPA,Москва,beauty,Хаммам / восточные ритуалы,,,,https://pokrovkaspa.ru/,"Марокканский спа-ритуал в хаммаме: чёрное мыло, кесса, рассул, аргановое масло.",Авторские восточные ритуалы в центре Москвы — закрывает подкатегорию «хаммам-впечатление».,,3,Для двоих;Для женщин,,,,,Pokrovka SPA хаммам Покровка Москва,,https://pokrovkaspa.ru/marokko-spa-rituals,low,,,
C,Whisky Loft,Москва,gastro|premium,Виски-мастер-классы,,,,https://whiskyloft.com/,Мастер-класс с дегустацией виски и других крепких напитков для взрослых.,Специализированный формат с готовым сертификатом на мастер-класс; альтернатива Whisky Rooms.,True,3,Для двоих;Для мужчин;Для женщин;Премиум;Универсальные,,,,,Whisky Loft Москва мастер-класс,,https://whiskyloft.com/certificate/,low,,,
C,Делюкс-авто (ретро-автомобили с водителем),Москва,premium,Ретро-автомобиль с водителем,,,2500,https://delux-avto.ru/catalog/retro_avtomobili/,Прогулка по Москве на ГАЗ-13 «Чайка» 1968 г. или «Волге» ГАЗ-21 с водителем (от 2500–6000 ₽/час).,Ретро-прогулка — недорогая «люкс-эмоция» для фото и свиданий; парк Чайка/Волга в хорошем состоянии.,,4,Для двоих;Для мужчин;Премиум,,,,,Делюкс-авто аренда ретро автомобилей Москва,,https://delux-avto.ru/catalog/retro_avtomobili/,low,,,
C,КатерФлот (яхты с капитаном),Санкт-Петербург,premium,Яхты премиум-класса,,,11000,https://katerflot.ru/arenda-yahty-spb,"Аренда яхты с капитаном по Неве и заливу от 11 000 ₽/час, 29 яхт в каталоге.",Большой флот и прозрачные цены на 2026 год; запасной вариант для яхтенного сегмента.,,3,Для двоих;Для мужчин;Премиум,,,,,КатерФлот аренда яхт Санкт-Петербург,,https://katerflot.ru/arenda-yahty-spb,low,,,
C,Sound Healing Center,Москва,mindful,Звукотерапия,,,,https://sound-healing.center/,"Гонг-медитации, виброакустический массаж тибетскими чашами, какао-церемонии и джемы на этнических инструментах.",Сертифицированный центр звукотерапии с регулярными событиями (программа на 2026 г. на сайте).,,3,Для двоих;Для женщин,,,,,Sound Healing Center Москва,,https://sound-healing.center/,low,,,
C,Железный Феникс (чайный клуб),Москва,mindful,Чайная церемония,,,,https://clubcha.ru/,Китайская чайная церемония в клубе + пакет коллекционного чая домой.,"Сертификат уже в связке с подарком-чаем, доставка по Москве; стабильный оператор с телефоном 8-800.",True,3,Для двоих;Для женщин,,,,,Железный Феникс чайный клуб Москва,,https://clubcha.ru/products/tseremoniya-chajnaya-podarochnyj-sertifikat,medium,,,
C,NYM (студия дживамукти-йоги),Москва,mindful,Йога-студия премиум,,,,,Разовый класс дживамукти/инь/виньяса-йоги в студии в Плотниковом переулке (19 лет истории).,Культовая йога-студия центра Москвы с сильным комьюнити; замена YOGAPLATFORMA/Yoga Sfera.,,4,Для двоих;Для женщин,,,,,NYM йога Плотников переулок,,https://top15moscow.ru/novosti/topovye-studii-yogi-moskvy,low,,,
C,Звенигородская астрономическая обсерватория,МО,mindful,Астрономия / обсерватория,,,,https://space-school.org/Zven-observ-tour,"Платная экскурсия в действующую обсерваторию ИНАСАН: телескопы, подготовка к наблюдениям.",С 2026 экскурсии стали платными и регулярными; московская обсерватория Планетария закрыта на ремонт в 2026 — свободная ниша.,,3,Для двоих;Для женщин,,,,,Звенигородская обсерватория экскурсия,,https://space-school.org/Zven-observ-tour,low,,,
C,Wim Hof Method Russia (сертифицированный инструктор),Москва,mindful,Дыхательные практики / холод,,,,https://wimhof.ru/,Семинар по методу Вима Хофа: дыхательная техника + ледяная ванна с сертифицированным инструктором.,Сертификаты на метод уже продаются; тренд breathwork/ice bath растёт.,True,3,Для двоих;Для женщин,,,,,метод Вима Хофа семинар Москва,,https://wimhof.ru/method/,low,,,
C,Veta Perfume (студия Елизаветы Томиловой),Санкт-Петербург,mindful,Парфюмерный мастер-класс,,,,https://vetaperfume.com/,Групповой/индивидуальный мастер-класс по созданию аромата по авторской методике без ограничений по компонентам.,"Авторская студия с именем парфюмера, отзывы описывают процесс как «магический»; свежая альтернатива OLFACTORY LAB в СПб.",,4,Для двоих;Для женщин,,,,ЗАКРЫЛИСЬ: по сайту студия закрылась 12 июля (последний групповой МК); карточка 2ГИС Галерная 20,Veta Perfume парфюмерный мастер-класс Санкт-Петербург,,https://vetaperfume.com/workshop,medium,,,
C,Yoga Insight (гонг-медитации),Санкт-Петербург,mindful,Гонг-медитация,,,900,https://yogainsightspb.ru/programms/gong-meditaciya/,"Гонг-медитация 2–2,5 ч (2 раза в месяц по субботам), индивидуальная звуковая терапия.","Профессиональные ведущие, цены 900–2500 ₽ — доступный «чек входа» для звуковых практик в СПб.",,3,Для двоих;Для женщин,,,,,Yoga Insight йога студия Санкт-Петербург,,https://yogainsightspb.ru/programms/gong-meditaciya/,low,,,
C,Wine Education Hub / SimpleWine Events,Санкт-Петербург,premium,Винные дегустации,,,,https://simplewine.ru/events/spb/,"Открытые мастер-классы по дегустации вина и сыра, крепких напитков.","Регулярные события с открытой датой; закрывает «коллекционные вина/виски» в СПб, где Лига Бар уже партнёр.",,3,Для двоих;Для мужчин;Премиум,,,,,SimpleWine дегустации Санкт-Петербург,,https://simplewine.ru/events/spb/,low,,,
C,HaskiPark,Москва,family,Хаски / собачьи упряжки,,,,https://haskipark.ru/,Знакомство с хаски и катание на собачьих упряжках в Москве.,Попал в подборку «где покататься на хаски в Москве и Подмосковье 2026»; формат «час с хаски» хорошо упаковывается в сертификат.,,3,Для детей;Универсальные,,,,,HaskiPark хаски Москва,,https://www.kp.ru/russia/moskva/gde-pokatatsya-na-haski/,low,,,
C,Bogdo Studio — фотосессия с лошадьми,Москва,family,Фотосессия с лошадьми,,,,https://bogdo.studio/fotosessiya-s-loshadmi,"Семейные, love-story и индивидуальные фотосессии с лошадьми в Москве и Подмосковье.","Инстаграмный формат, подходит и для семьи, и для пары (романтика); отдельная посадочная страница с ценами.",,5,Для детей;Универсальные,,,,,Bogdo Studio фотосессия с лошадьми,,https://bogdo.studio/fotosessiya-s-loshadmi,low,,,
C,«Приют Белоснежки»,СПб и ЛО,family,Ферма / приют животных,,,,,"Ферма-приют в д. Шадырицы (Волосовский район): олени и другие животные, привыкшие к людям, экскурсии и кормление.","Подборка KudaGo «В стране оленьей» 2026; душевный формат «приют», хорошо заходит семьям.",,3,Для детей;Универсальные,,,,,Приют Белоснежки Шадырицы,,https://kudago.com/spb/list/v-strane-olenej-gde/,low,,,
C,Верёвочный парк TreeToTree,СПб и ЛО,family,Верёвочный парк,,,,,"Верёвочный парк с 2000 м трасс: тролли, сетки, канаты, брусья; дети от 5 лет (от 110 см).","Один из самых протяжённых верёвочных парков региона, в топ-5 по версии peterburg.center и kp.ru.",,3,Для детей;Универсальные,,,,,TreeToTree верёвочный парк,,https://www.kp.ru/afisha/spb/obzory/moj-gorod/luchshie-verevochnye-parki-sankt-peterburge/,low,,,
C,Ради Любви — свидание на крыше с куполом,Москва,romance,Свидание на крыше / купол,,,,https://radi-love.com/svidanie_na_krishe_kupol/,Свидание под куполом на крыше с ужином и оформлением для двоих.,"Ещё один игрок растущей ниши «купол на крыше»; полезен как резерв на пиковые даты (14 февраля, Новый год).",,4,Для двоих,,,,,Ради Любви свидание на крыше Москва,,https://radi-love.com/svidanie_na_krishe_kupol/,low,,,
C,Гостевые домики «Пятый сезон»,СПб и ЛО,country,A-frame с фито-баней и чаном,,,6000,https://5sezon-baza.ru/,"Четыре панорамных A-фрейма «Лето/Осень/Зима/Весна» в Хиттолоярви (30 минут от города), две фито-бани с панорамной парной и чан фурако.","Ближайший к Петербургу A-frame формат с чаном; проживание от 6000 ₽, баня от 3000 ₽, чан от 4500 ₽. Минус: смешанные отзывы о состоянии белья — проверить перед стартом.",,4,Для двоих,,,,,Пятый сезон база отдыха Хиттолоярви,,https://2gis.ru/spb/firm/70000001063426570,medium,,,
C,Иммерсивная выставка «Секреты Джузеппе Арчимбольдо»,Санкт-Петербург,season,Иммерсивная выставка,,,,,Мультимедийный проект с 3D-проекциями и звуковым сопровождением по работам Арчимбольдо.,Осенняя афиша 2026; временный проект — подходит для краткосрочной сезонной коллаборации с организатором.,,4,Для мужчин;Универсальные,,,,,Секреты Джузеппе Арчимбольдо выставка Санкт-Петербург,,https://www.kp.ru/afisha/spb/vistavki/luchshie-vystavki-sankt-peterburga/,low,,,
C,LifeStoryGroup — свидания под крышей и в планетарии,Санкт-Петербург,romance,организация свиданий,,,,https://dream.spb.ru/uslugi/svidaniya-pod-kryshey/v-planetarii/,"Агентство романтических свиданий: крыша, планетарий, декор, ужин под звёздным куполом.","Пакетные свидания «под ключ» с фото и ужином; закрывает формат «планетарий/обсерватория», которого нет в СПб-портфеле.",,4,Для двоих,,,,,LifeStoryGroup организация свиданий Санкт-Петербург,,https://dream.spb.ru/uslugi/svidaniya-pod-kryshey/v-planetarii/,low,,,
C,ТеплоходСПб — романтический вечер на катере,Санкт-Петербург,romance,катер с ужином для двоих,,,5000,https://teplohodspb.com/service/romanticheskij-vecher-na-katere/,"Аренда катера на двоих по Неве и каналам с ужином, музыкой, разводом мостов; катера от 5000 ₽.","Классический романтический формат для СПб, легко упаковать в сертификат с открытой датой (сезон апрель–ноябрь).",,4,Для двоих,,,,,ТеплоходСПб аренда катера романтический вечер,,https://teplohodspb.com/service/romanticheskij-vecher-na-katere/,low,,,
C,EmotionCity — свидание на крыше в центре Москвы,Москва,romance,свидание на крыше,,,,https://www.msk.emotioncity.ru/svidanie-na-kryshe-v-centre-moskvy,"Свидание/ужин под куполом на крыше в центре Москвы, пледы, декор, фото.",Дополнение к 7SKY/One Love/Igloobar; бренд уже продаёт сертификаты на впечатления.,True,4,Для двоих,,,,,EmotionCity свидание на крыше Москва,,https://www.msk.emotioncity.ru/svidanie-na-kryshe-v-centre-moskvy,low,,,
C,Etnika Studio — студия автопортрета,Москва,visual,студия автопортрета,,,,,"Сеть студий автопортрета «Этника» (Москва и СПб), уютные залы у метро, реквизит включён.",Присутствие в обоих городах; отзывы на Отзовике и Яндекс Картах положительные.,,3,Для двоих;Для женщин;Универсальные,,,,,Студия автопортрета Этника,,https://otzovik.com/reviews/studiya_avtoportreta_etnika_russia_moscow/,medium,,,
C,On — студия автопортрета,Санкт-Петербург,visual,студия автопортрета,,,,,"Просторная студия автопортрета на ул. Строителей, 7 с двумя гримёрками и продуманными деталями.",Положительные отзывы на Яндекс Картах; отдельная локация вне центра — расширяет географию.,,3,Для двоих;Для женщин;Универсальные,,,,,On студия автопортрета Строителей 7,,https://yandex.com/maps/org/on_studiya_avtoportreta/119545905135/,medium,,,
C,Tonyfish — рыбалка с гидом на Оке,МО,season,рыбалка с гидом,,,,https://tonyfish.ru/projects/rybalka-s-gidom/,"Рыболовный гид в 3 часах от Москвы, индивидуальные выезды, в т.ч. зимние.","Формат «рыбалка с гидом» отсутствует в московском портфеле; узкая, но подарочная ниша для мужчин.",,2,Для мужчин;Универсальные,,,,,Tonyfish рыбалка с гидом Ока,,https://tonyfish.ru/projects/rybalka-s-gidom/,low,,,
C,Ретро-трамвай «Первый туристический» (Музей ГЭТ),Санкт-Петербург,season,ретро-транспорт,,,,https://spb-gid.ru/ekskursii/turisticheskij-tramvaj/,"Экскурсия на реплике трамвая-«американки» 1933 г. по центру; с 31.03.2026 старт на Б. Посадской/Чапаева, билеты только онлайн.",Единственный регулярный ретро-трамвай; отзывы неоднородные (скучная подача) — рекомендуем как B/C.,,4,Для мужчин;Универсальные,,,,,Первый туристический ретро-трамвай Горэлектротранс,,https://spb-gid.ru/ekskursii/turisticheskij-tramvaj/,medium,,,
C,Креницы — зимняя рыбалка с гидом на Ладоге,СПб и ЛО,season,рыбалка с гидом,,,,https://krenitsy.ru/we-offer/winter-fishing,"База на Ладоге: доставка на лёд, рыбалка с гидом для 1–4 человек, круглогодично.",Единственный найденный оформленный продукт «зимняя рыбалка с гидом» под СПб.,,3,Для мужчин;Универсальные,,,,,Креницы база отдыха Ладога,,https://krenitsy.ru/we-offer/winter-fishing,medium,,,
C,POSEIDON Club — аренда хаусбота,МО,country,Хаусбот / дом на воде,,,,https://poseidonclub.ru/arenda-hausbota,Аренда плавучего дома (хаусбота) с террасой и грилем на Пироговском водохранилище — на несколько часов или на сутки.,Тренд «дом на воде» в 20 км от МКАД; подходит как подарок для пары или небольшой компании.,,4,Для двоих,,,,,Poseidon Club хаусбот Пироговское водохранилище,,https://poseidonclub.ru/arenda-hausbota,low,,,
C,Московская Школа Бариста,Москва,learn,Курс бариста,,,,https://baristaschool.ru/sertifikat,"Школа бариста, обучившая 800+ специалистов; подарочный сертификат в электронном или печатном виде на курс/мастер-класс.","Оформленный сертификат, понятный чек, альтернатива Академии Бариста.",True,3,Для женщин;Универсальные,,,,,Московская Школа Бариста,,https://baristaschool.ru/sertifikat,medium,,,
C,ИнноПарк — детский центр научных открытий,Москва,family,Музей науки для детей,,,750,https://park-inno.ru/,"Интерактивный музей физики в Сокольниках и ЦДМ: десятки экспонатов-экспериментов, гравитационные гонки, гигантские пузыри, маятник, рисующий песком.",Ближайшая альтернатива Экспериментаниуму с низким чеком (семья ~750 ₽ в будни); две локации.,,3,Для детей;Универсальные,,,,,ИнноПарк Сокольники,,https://zoon.ru/msk/kids/detskij_tsentr_nauchnyh_otkrytij_innopark_v_sokolnikah/reviews/,medium,,,
C,Кулинарная студия CLEVER — детские мастер-классы,Москва,family,Детская кулинарная студия,,,,https://clever.studio/dla-detey/,Детские кулинарные мастер-классы и курсы для ребят от 3 до 18 лет в студии CLEVER.,Специализированная детская программа по возрастам — альтернатива CULINARYON.,,3,Для детей;Универсальные,,,,,кулинарная студия Clever Москва,,https://clever.studio/dla-detey/,medium,,,
C,Art D'Vino — пространство арт-психологии,Москва,viral,вечеринка-формат,,,2500,https://artdevino.ru/,"Закрытые арт-вечеринки и арт-девичники с рисованием вином и красками в кафе, галереях и студиях Москвы под руководством художника.","Формат «рисование вином» + женские девичники, активные купонные акции (Biglion/Frendi до 2026) — понятный вирусный сценарий для соцсетей.",,3,Для двоих;Для женщин;Универсальные,,,,,Art D'Vino арт-вечеринки Москва,,https://artdevino.ru/,medium,,,
C,Палитра чувств — арт-студия на Маяковской,Москва,viral,арт-студия,,,2900,https://palitrachuvstv.ru/,"Арт-вечеринки с красками, вином и музыкой на Маяковской, творческие мастер-классы для взрослых.","Классический paint&wine в центре с доступным чеком, стабильно попадает в подборки арт-вечеринок Москвы.",,3,Для двоих;Для женщин;Универсальные,,,,,Палитра чувств арт-студия Маяковская,,https://palitrachuvstv.ru/artparties,medium,,,
C,House of Arts — сеть арт-студий,Москва,viral,арт-студия,,,2500,https://house-of-arts.ru/,"Сеть студий в центре (Мясницкая, Гончарная, Ср. Кисловский, Садовая-Каретная): живопись, керамика, свечи и арома, украшения из камней в домашней атмосфере.","5 локаций в центре, активный Telegram-канал, мультиформат «живопись + свечи + керамика» как у Fraumilk; отзывы смешанные — нужно проверить рейтинг.",,3,Для двоих;Для женщин;Универсальные,https://t.me/houseoffarts,,,,House of Arts Мясницкая 22,,https://2gis.ru/moscow/firm/70000001067700530/tab/reviews,medium,,,
C,Арт-вечер в темноте (неон под УФ),Москва,viral,вечеринка-формат,,,3900,https://xn-----6kcbblrfycqmiymzfkgadk.xn--p1ai/,"Неоновая арт-вечеринка: рисование светящимися красками под ультрафиолетом с музыкой, от 3 900 руб. (формат идёт в нескольких студиях Москвы).","Светящиеся холсты в темноте — самый фотогеничный подвид арт-вечеринки, идеально для TikTok; можно закрыть через одну из студий, которых ещё нет в базе.",,5,Для двоих;Для женщин;Универсальные,,,,,арт-вечеринка неон рисование в темноте Москва,,https://blacksart.ru/afisha-meropriyatiy/art-vecher-v-temnote/,low,,,
C,Fluid Art Party (Давай мечтать / Na Holste),Москва,viral,вечеринка-формат,,,3500,https://davaimechtat.art/fluid,"Мастер-классы по флюид-арту — заливка жидким акрилом с коктейлями, 18+, арт-вечеринка для компании.","Флюид-арт — визуально самый «залипательный» процесс для видео; несколько студий (davaimechtat.art, naholste-art.ru, fluidart.ru) ведут регулярное расписание.",,5,Для двоих;Для женщин;Универсальные,,,,,флюид арт мастер-класс Москва студия,,https://naholste-art.ru/fluide-art,low,,,
C,A FLOWER — цветочная студия,Москва,viral,арт-студия,,,3900,https://aflowermoskva.ru/master-klass-po-floristike/,Мастер-классы по флористике: сборка букета из сезонных свежих цветов под руководством флориста.,Флористика + красивая студия = контент для девичников; заменяет уже занятый в базе Berry Floral.,,4,Для двоих;Для женщин;Универсальные,,,,,A FLOWER цветочная студия Москва мастер-класс,,https://aflowermoskva.ru/master-klass-po-floristike/,medium,,,
C,Театр Предмета,Москва,viral,театр для взрослых,,,1500,,"Независимый театр предмета (спектакли «Наблюдатели» с Музеем истории ГУЛАГа, «Священный талисман», «Мия и Дракон»); играет на партнёрских площадках.","Предметный театр для взрослых с фестивальной репутацией — тот же тип «умного кукольного» контента, что у Karlsson Haus; без своей площадки — сертификат через партнёрские сцены.",,4,Для двоих;Для женщин;Универсальные,https://www.facebook.com/teatrpredmeta/,,,,Театр Предмета Москва,,https://ptj.spb.ru/spectacle/msk-teatr-predmeta-nabludateli/,medium,,,
C,"Гастрошоу «Кино, которого нет» / «Бар, которого нет»",Москва,viral,шоу,,,3500,https://gastroshow.ru/,Иммерсивное гастрономическое шоу с ужином из 4 блюд и коктейлями в декорациях особняка (реж. Вахтанг Вахтангишвили; продюсеры «Фантасмагории в чёрном»).,"Мультисенсорный ужин-спектакль на 60 гостей — формат, который снимают все; надо уточнить актуальность сезона 2026.",,5,Для двоих;Для женщин;Универсальные,,,,,Кино которого нет иммерсивное шоу Москва,,https://www.afisha.ru/performance/immersivnoe-gastronomicheskoe-shou-kino-kotorogo-net-249989/,low,,,
C,Гастротеатр SVET,Москва,viral,шоу,,,25000,https://teatr-svet.ru/,"Иммерсивный ужин-спектакль у Китай-города: сет из 6–7 блюд от шефа Станислава Песоцкого, проекции 360° на каждый стол, живой вокал, 32 места.",Самый эффектный ужин-шоу Москвы по картинке; чек от 25 000 руб. выходит за целевой диапазон — только как премиум-позиция.,,5,Для двоих;Для женщин;Премиум,,,,,SVET гастротеатр Подкопаевский переулок 4,,https://svetshow.ru/immersivnyy-uzhin-moskva,high,,,
C,Плейбек-театр «Парафраз»,Москва,viral,театр для взрослых,,,1000,https://teatr-parafraz.com/,"Московский театр плейбэк: зрители рассказывают личные истории, актёры и музыкант тут же разыгрывают их на сцене.",Плейбек — интерактивный камерный формат с высокой эмоциональной вовлечённостью; реакции зрителей — готовый вирусный контент.,,3,Для двоих;Для женщин;Универсальные,,,,,плейбек театр Парафраз Москва,,https://journal.timepad.ru/stories/pleibek-teatr-i-kak-ustroeny-spektakli,medium,,,
C,Бурлеск-кабаре «Мадам Бум»,Москва,viral,шоу,,,2000,https://msk.kassir.ru/koncert/burlesk-kabare-madam-boom-1,Танцевальное бурлеск-кабаре в эстетике винтажа в клубе «Гримёрка»; каждый номер — маленькая театральная история.,"Афиша на сентябрь 2026, продажи через Kassir/Яндекс Афишу; визуально насыщенное шоу для взрослых.",,4,Для двоих;Для женщин;Универсальные,,,,,Гримёрка клуб Москва Мадам Бум,,https://afisha.yandex.ru/moscow/concert/burlesk-kabare-madam-boom,medium,,,
C,Спектакли в темноте «Демон» / «Танго в темноте»,Москва,viral,театр для взрослых,,,1200,https://www.ticketland.ru/teatry/teatr-edinstvo/teatr-plyus-tango-v-temnote/,"Антрепризные спектакли, которые играются в полной темноте (Театр «Единство»/«Театр Плюс»), билеты от 1 200 руб.",Формат «театр в темноте» — редкий и обсуждаемый; хорошо продаётся как сертификат-сюрприз.,,3,Для двоих;Для женщин;Универсальные,,,,,спектакль Танго в темноте Москва,,https://www.afisha.ru/performance/tango-v-temnote-260885/,medium,,,
C,Smash&Crash — комната ярости,Москва,viral,вечеринка-формат,,,4400,https://smashcrash.ru/,Комната ярости с электронными и бумажными подарочными сертификатами; от 4 400 руб. за двоих.,Тот же вирусный формат rage room с готовой сертификатной механикой и брендированной упаковкой.,True,4,Для двоих;Для женщин;Универсальные,,,,,Smash&Crash комната ярости Москва,,https://smashcrash.ru/,high,,,
C,Silent Disco Russia — тихая дискотека,Москва,viral,вечеринка-формат,,,1500,https://silentdiscorussia.ru/tihaya-diskoteka-v-moskve/,"Вечеринки в трёхканальных наушниках в центре Москвы (площадка на Чистопрудном бульваре, 1) и организация silent disco под запрос.",Silent disco — узнаваемый вирусный формат (люди танцуют «в тишине»); нужно проверить регулярность открытых событий.,,4,Для двоих;Для женщин;Универсальные,,,,,Silent Disco Чистопрудный бульвар 1,,https://www.yell.ru/moscow/com/silent-disco_11895520/,low,,,
C,Bellis Karaoke Box,Москва,viral,вечеринка-формат,,,1000,https://avenue-sw.ru/tenant/bellis-karaoke-box,"Сеть приватных караоке-кабинок 2 м² в ТЦ Москвы: профессиональная станция, тач-экран, два микрофона и наушники для пары.","Компактный «караоке-бокс» — фотогеничный и дешёвый формат для reels; альтернатива караоке-комнатам Кино Хауз, уже имеющимся в базе.",,3,Для двоих;Для женщин;Универсальные,,,,,Bellis Karaoke Box Москва,,https://moscow.leadbook.ru/users/Bellis-karaoke-Box,low,,,
C,Иммерсивный детективный круиз «Ривер Палас»,Москва,viral,шоу,,,3500,https://msk.kassir.ru/bilety-v-teatr/immersivnyj-spektakl,Трёхчасовой иммерсивный детектив на теплоходе по Москве-реке: расследование с актёрами на борту.,Совмещает прогулку по реке и иммерсивный спектакль — визуальный и «датовый» формат из афиш 2026.,,4,Для двоих;Для женщин;Универсальные,,,,,теплоход Ривер Палас иммерсивный детектив,,https://msk.kassir.ru/bilety-v-teatr/immersivnyj-spektakl,low,,,
C,Paint and Wine Club — арт-вечеринки (@paintandwineclub),Санкт-Петербург,viral,арт-вечеринка,,,1500,,"Арт-вечеринки «рисуем без навыков» в СПб, вино и закуски включены, от 1500 ₽.",Ещё один Instagram-first организатор арт-вечеринок; низкий чек — удобный входной формат для «girls night». Число подписчиков в сниппете не видно.,,3,Для двоих;Для женщин;Универсальные,https://www.instagram.com/paintandwineclub/,,,,Paint and Wine Club арт-вечеринка Санкт-Петербург,,https://www.instagram.com/paintandwineclub/,low,,,
C,Milas — студия керамики,Санкт-Петербург,viral,керамика,,,,https://milas-spb.ru/,"Гончарные мастер-классы для взрослых и детей, девичники и частные мероприятия.",Ещё одна гончарная студия с упором на события для компаний; соцсети и рейтинг в выдаче не видны — нужна проверка.,,3,Для двоих;Для женщин;Универсальные,,,,,Milas студия керамики Санкт-Петербург,,https://milas-spb.ru/,low,,,
C,Burning Clay — лепка и гончарный круг,Санкт-Петербург,viral,керамика,,,,https://burningclay.ru/,"Мастер-классы по лепке и гончарному кругу; дни рождения, корпоративы, девичники и «встречи с творчеством».",Формат группового творчества под события; визуал и соцсети требуют проверки.,,3,Для двоих;Для женщин;Универсальные,,,,,Burning Clay гончарная студия Санкт-Петербург,,https://burningclay.ru/,low,,,
C,Art Studio 8 — школа живописи и мастер-классы по свечам,Санкт-Петербург,viral,арт-студия,,,,https://artstudio8.ru/,Художественная школа для взрослых в центре Петербурга; помимо живописи проводит мастер-классы по изготовлению свечей (анонсы на KudaGo).,Свечи + живопись в одной студии — формат «girls night»; нужна проверка визуала и соцсетей.,,3,Для двоих;Для женщин;Универсальные,,,,,Art Studio 8 школа живописи Санкт-Петербург,,https://kudago.com/spb/event/obuchenie-master-klass-po-izgotovleniyu-svechej/,low,,,
C,Daily Studio — флористический мастер-класс,Санкт-Петербург,viral,флористика,,,5000,https://daily-studio.ru/masterclass,"Сборка цветочной композиции под руководством старшего флориста, 1,5 часа, 5000 ₽/чел., без ограничения по числу участников.","Цветочная студия с эстетичным продуктом; чек в верхней части диапазона, формат хорошо снимается для Reels.",,4,Для двоих;Для женщин;Универсальные,,,,,Daily Studio цветы Санкт-Петербург,,https://daily-studio.ru/masterclass,medium,Diy Академия,,
C,Арт-студия «Палитра» — флюид-арт и кастомизация одежды,Санкт-Петербург,viral,арт-студия,,,2900,http://spb.palitra.gallery/fluidart,"15+ видов мастер-классов для взрослых и детей: флюид-арт (от 2900 ₽ за картину 30 см), кастомизация одежды и др.",Флюид-арт и кастом — два «вирусных» формата в одной студии; чек в диапазоне сертификата.,,3,Для двоих;Для женщин;Универсальные,,,,,Арт-студия Палитра Санкт-Петербург мастер-классы,,http://spb.palitra.gallery/fluidart,medium,Аэлита,,
